,wRaR,RaR
1,0.26747111432534415,0.31509787230287767
2,0.31179167870552993,0.4018421174526816
3,0.3437291893637882,0.3996863531032686
4,0.527896146855069,0.41265827897382273
5,0.5307637162678661,0.394718580347129
6,0.5329021856587784,0.4235764676828297
7,0.5215850325863393,0.4368108393628427
8,0.5329036013263618,0.4784171993374073
9,0.5912872447561565,0.470106293200224
10,0.5929766138053456,0.4553045510121139
11,0.6518605687537679,0.466537046366393
12,0.6393718661188904,0.44734375991251535
13,0.6417052588628674,0.5958513960471997
14,0.6579505101255978,0.594014668838045
15,0.6770281110098031,0.5861949416756123
16,0.6750465017105457,0.581086231463733
17,0.7118406652368353,0.5782992449599141
18,0.7287506372065798,0.579572594989998
19,0.8060477434017926,0.5807924870741684
20,0.7873214782119266,0.5976949992732562
21,0.780271811467192,0.5974269193465221
22,0.759757343167253,0.5911055781356205
23,0.7643287853140676,0.610424612370012
24,0.7374351012736837,0.6423806030274188
25,0.7911215039596491,0.6405199649100842
26,0.7744619566437464,0.6444812485080558
27,0.7775196731283399,0.63698248985221
28,0.7770308736247594,0.6376498664013637
29,0.7872134109105501,0.6241428555711043
30,0.7859695133119086,0.6402811081111072
31,0.8068293150806317,0.6092453729905845
32,0.7975490275793904,0.6627921649609897
33,0.7982694725145967,0.6666859095237015
34,0.7903784559995962,0.6706429529338601
35,0.809270577734562,0.7143798641646937
36,0.806428934673181,0.7235037615953964
37,0.8016524780056197,0.7326880752129568
38,0.7900525174783466,0.7294207326180749
39,0.7940046026052241,0.7030959034491127
40,0.8102057031016175,0.6980859954834843
41,0.8053282085585293,0.7020525048042209
42,0.7786554711215431,0.693973099166798
43,0.7745398144489748,0.6939868920912057
44,0.8207265906971171,0.6977421695469204
45,0.8286866683205187,0.7138125026814092
46,0.8277030567408589,0.7149505480629655
47,0.8127521626994637,0.7245428244689887
48,0.8169383327254636,0.7272872820265265
49,0.815329121199022,0.7205879438516689
50,0.7960722466435151,0.7102602406833084
